fold#	line	filename	origline	indx	err_indx	error	correction	types
fold0	756	ID1250.txt	39	41	41	rein geht	reingeht	['orth: 06 sep instead of tog: compounds']
fold0	757	ID1250.txt	40	49	49	nocheinmal	noch einmal	['orth: 09 tog instead of sep: other cases']
fold0	758	ID1250.txt	41	32	32	stillen	Stillen	['orth: 02 lcp instead of cap: other cases']
fold0	758	ID1250.txt	41	62	62	nocheinmal	noch einmal	['orth: 09 tog instead of sep: other cases']
fold0	758	ID1250.txt	41	98	97	einsicht	Einsicht	['orth: 02 lcp instead of cap: other cases']
fold0	765	ID1250.txt	48	70	70	dass	das	['orth: 15 insertions: of double consonants']
fold0	767	ID1250.txt	50	0	0	Das	Dass	['orth: 11 omissions: of double consonants']
fold0	776	ID1250.txt	59	46	46	Modebewusst sein	Modebewusstsein	['orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep', 'orth: 06 sep instead of tog: compounds']
fold0	777	ID1250.txt	60	16	16	vereinzelte	Vereinzelte	['orth: 02 lcp instead of cap: other cases']
fold0	777	ID1250.txt	60	37	37	Bench-T-shirt	Bench-T-Shirt	['orth: 02 lcp instead of cap: other cases']
fold0	780	ID1250.txt	63	5	5	Schoppingtour	Shoppingtour	['orth: Unknown']
fold0	780	ID1250.txt	63	102	103	schoppen gehen	Shoppengehen	['orth: 06 sep instead of tog: compounds', 'orth: Unknown']
fold0	781	ID1250.txt	64	7	7	Frühen	frühen	['orth: 03 cap instead of lcp']
fold0	793	ID1250.txt	76	92	92	allzuviel	allzu viel	['orth: 09 tog instead of sep: other cases']
fold0	794	ID1250.txt	77	41	41	trinken	Trinken	['orth: 02 lcp instead of cap: other cases']
fold0	795	ID1250.txt	78	10	10	trinken	Trinken	['orth: 02 lcp instead of cap: other cases']
fold0	801	ID1250.txt	84	56	56	Parties	Partys	['orth: 18 transpositions: of vowels']
fold0	807	ID1250.txt	90	49	49	gleich zu ziehen	gleichzuziehen	['orth: 06 sep instead of tog: compounds']
fold0	809	ID1250.txt	92	8	8	quatsch	Quatsch	['orth: 02 lcp instead of cap: other cases']
fold0	812	ID1250.txt	95	44	44	ähnliches	Ähnliches	['orth: 02 lcp instead of cap: other cases']
fold0	814	ID1250.txt	97	0	0		Wie	['orth: 04 lcp/cap behind punctuation marks']
fold0	820	ID1250.txt	103	8	8	großen	Großen	['orth: 02 lcp instead of cap: other cases']
fold0	820	ID1250.txt	103	63	63	Erfahrungsreiche	erfahrungsreiche	['orth: 03 cap instead of lcp']
fold0	828	ID2983.txt	8	218	218	dazu zu gehören	dazuzugehören	['orth: 06 sep instead of tog: compounds']
fold0	830	ID2983.txt	10	99	99	Anderen	anderen	['orth: 03 cap instead of lcp']
fold0	839	ID2983.txt	19	88	88	Ernst	ernst	['orth: 03 cap instead of lcp']
fold0	840	ID2983.txt	20	104	104	altes	Altes	['orth: 02 lcp instead of cap: other cases']
fold0	840	ID2983.txt	20	127	127	jungen	Jungen	['orth: 02 lcp instead of cap: other cases']
fold0	843	ID2983.txt	23	36	36	blödsinn	Blödsinn	['orth: 02 lcp instead of cap: other cases']
fold0	848	ID2983.txt	28	0	0	Außer dem	Außerdem	['orth: 07 sep instead of tog: other cases']
fold0	849	ID2961.txt	1	23	23	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	853	ID2961.txt	5	4	4	Junger	junger	['orth: 03 cap instead of lcp']
fold0	854	ID2961.txt	6	131	131	manche	inkongruenz zwischen jugend und man	['corr: unknown']
fold0	855	ID2961.txt	7	28	28	Party's	Partys	['orth: 26 missing or incorrect use of apostrophes']
fold0	856	ID2961.txt	8	73	73	diesen	diesem	['corr: case']
fold0	857	ID2961.txt	9	0	0	Zudem	Zu dem	['orth: 09 tog instead of sep: other cases']
fold0	858	ID2961.txt	10	70	70	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	858	ID2961.txt	10	97	96	das	dass	['orth: 11 omissions: of double consonants']
fold0	858	ID2961.txt	10	155	153	das	dass	['orth: 11 omissions: of double consonants']
fold0	859	ID2961.txt	11	61	61	seine	ihre	['corr: gender']
fold0	860	ID2961.txt	12	110	110	den selben	denselben	['orth: 07 sep instead of tog: other cases']
fold0	861	ID2961.txt	13	49	49	Meisten	meisten	['orth: 03 cap instead of lcp']
fold0	863	ID2961.txt	15	22	22	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	865	ID2961.txt	17	56	56	der	andere	['ommi: incomplete_phrase']
fold0	867	ID2961.txt	19	113	113	selbsständiger	selbstständiger	['orth: 14 omissions: of one grapheme']
fold0	870	ID2961.txt	22	169	169	es	sie	['corr: gender']
fold0	874	ID2961.txt	26	63	63	geniesen	genießen	['orth: 23 transpositions: of consonants: other cases']
fold0	875	ID2961.txt	27	175	175	eigendlich	eigentlich	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	905	ID1753.txt	3	42	42	die	Die	['orth: 28 Eigennamen']
fold0	907	ID1753.txt	5	4	4	aller erstes	Allererstes	['orth: 06 sep instead of tog: compounds']
fold0	921	ID1753.txt	19	4	4	Wer	wer	['orth: 03 cap instead of lcp']
fold0	921	ID1753.txt	19	85	85	herraus	heraus	['orth: 15 insertions: of double consonants']
fold0	921	ID1753.txt	19	177	178	allerwichtigste	Allerwichtigste	['orth: 02 lcp instead of cap: other cases']
fold0	923	ID1753.txt	21	5	5	manisch Depressiver	Manisch-Depressiver	['orth: 02 lcp instead of cap: other cases', 'orth: 06 sep instead of tog: compounds']
fold0	925	ID1753.txt	23	34	34	Sms	SMS	['orth: 27 abbreviations']
fold0	926	ID1753.txt	24	91	91	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold0	929	ID1753.txt	27	60	60	schöneres	Schöneres	['orth: 02 lcp instead of cap: other cases']
fold0	931	ID1753.txt	29	128	128	Leid	leid	['orth: 03 cap instead of lcp']
fold0	937	ID1753.txt	35	15	15	schöneres	Schöneres	['orth: 02 lcp instead of cap: other cases']
fold0	945	ID1248.txt	2	45	45	beweißt	beweist	['orth: 23 transpositions: of consonants: other cases']
fold0	951	ID1248.txt	8	30	30	sich bei erwachsenen Menschen wieder	vvfin sich wieder	['ommi: incomplete_phrase']
fold0	951	ID1248.txt	8	69	88	micht	nicht	['orth: 23 transpositions: of consonants: other cases']
fold0	952	ID1248.txt	9	54	54	Gothik	Gothic	['orth: 23 transpositions: of consonants: other cases']
fold0	954	ID1248.txt	11	55	55	tätsächlich	tatsächlich	['orth: 21 transpositions: of vowel and umlaut']
fold0	957	ID1248.txt	14	26	26	Willen	willen	['orth: 03 cap instead of lcp']
fold0	965	ID1248.txt	22	63	63	immernoch	immer noch	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	966	ID1248.txt	23	35	35	Beweisen	beweisen	['orth: 03 cap instead of lcp']
fold0	973	ID1248.txt	30	54	54	selbstständigkeit	Selbstständigkeit	['orth: 02 lcp instead of cap: other cases']
fold0	978	ID1248.txt	35	15	15	diesem	dieses	['corr: case']
fold0	978	ID1248.txt	35	23	23	Tatendrang	tatendrangs	['corr: case']
fold0	999	ID2339.txt	19	10	10	einzelne	Einzelne	['orth: 02 lcp instead of cap: other cases']
fold0	1010	ID2339.txt	30	92	92		a	['orth: 17 insertions: other cases']
fold0	1036	ID2714.txt	2	102	102	ausmacht	ausmachen	['corr: number']
fold0	1042	ID2714.txt	8	19	19	das	dass	['orth: 11 omissions: of double consonants']
fold0	1048	ID2714.txt	14	74	74	sondern die Jugend auch noch als eine bemitleidenswerte Phase des Lebens darstellt	sondern er stellt die jugend auch noch als eine bemitleidenswerte phase des lebens dar	['woor: vl_instead_of_v2']
fold0	1049	ID2714.txt	15	81	81	zB	z. B.	['orth: 27 abbreviations']
fold0	1051	ID2714.txt	17	18	18	sich selbst findens	Sich-selbst-Findens	['orth: 10 missing or unnecessary hyphen', 'orth: 02 lcp instead of cap: other cases']
fold0	1051	ID2714.txt	17	99	99	wieviele	wie viele	['orth: 07 sep instead of tog: other cases']
fold0	1052	ID2714.txt	18	94	94	den	denn	['orth: 11 omissions: of double consonants']
fold0	1052	ID2714.txt	18	180	179	leben	Leben	['orth: 02 lcp instead of cap: other cases']
fold0	1054	ID2714.txt	20	124	124	30iger	30er	['orth: 17 insertions: other cases']
fold0	1055	ID2714.txt	21	4	4	Jugendlichen	jugendliche	['corr: inflection_paradigm']
fold0	1058	ID2714.txt	24	39	39	aller schönste	allerschönste	['orth: 06 sep instead of tog: compounds']
fold0	1059	ID2688.txt	1	39	39	eine	einer	['corr: gender']
fold0	1062	ID2688.txt	4	21	21	merwürdig	merkwürdig	['orth: 14 omissions: of one grapheme']
fold0	1064	ID2688.txt	6	26	26	Gruppenzwänge	gruppenzwängen	['corr: case']
fold0	1067	ID2688.txt	9	4	4	weiteren	Weiteren	['orth: 02 lcp instead of cap: other cases']
fold0	1067	ID2688.txt	9	59	59	öfteren	Öfteren	['orth: 02 lcp instead of cap: other cases']
fold0	1069	ID2688.txt	11	35	35	eigene	eigenen	['corr: other']
fold0	1072	ID2688.txt	14	31	31	indem	in dem	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	1074	ID2688.txt	16	0	0	Es	sie	['corr: gender']
fold0	1077	ID1846.txt	2	123	123	viel mehr	vielmehr	['orth: 07 sep instead of tog: other cases']
fold0	1078	ID1846.txt	3	192	192	Lebensstandarts	Lebenstandards	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	1081	ID1846.txt	6	156	156	17 Jährigen	17-Jährigen	['orth: 07 sep instead of tog: other cases']
fold0	1085	ID1846.txt	10	21	21	in soweit	insoweit	['orth: 07 sep instead of tog: other cases']
fold0	1089	ID1846.txt	14	162	162	ge lassen	gelassen	['orth: 06 sep instead of tog: compounds']
fold0	1094	ID1846.txt	19	154	154	Die	die	['orth: 04 lcp/cap behind punctuation marks']
fold0	1096	ID1846.txt	21	169	169	Entscheiden	entscheiden	['orth: 03 cap instead of lcp']
fold0	1104	ID1846.txt	29	143	143	mitlerweile	mittlerweile	['orth: 11 omissions: of double consonants']
fold0	1106	ID1846.txt	31	139	139	fast-noch-Kinder	Fast-noch-Kinder	['orth: 02 lcp instead of cap: other cases']
fold0	1107	ID1846.txt	32	106	106	Ausehen	Aussehen	['orth: 14 omissions: of one grapheme']
fold0	1108	ID1846.txt	33	116	116	viel mehr	vielmehr	['orth: 07 sep instead of tog: other cases']
fold0	1113	ID1846.txt	38	268	268	Materiellen	materiellen	['orth: 03 cap instead of lcp']
fold0	1122	ID1712.txt	4	17	17	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	1133	ID1712.txt	15	80	80	zurück erinnern	zurückerinnern	['orth: 06 sep instead of tog: compounds']
fold0	1134	ID1712.txt	16	4	4	Einen	einen	['orth: 03 cap instead of lcp']
fold0	1135	ID1712.txt	17	8	8	nocht	noch	['orth: 17 insertions: other cases']
fold0	1137	ID1712.txt	19	151	151	geschweigedenn	geschweige denn	['orth: 09 tog instead of sep: other cases']
fold0	1141	ID1712.txt	23	4	4	aufregenste	aufregendste	['orth: 14 omissions: of one grapheme']
fold0	1144	ID1712.txt	26	13	13	aufregende	Aufregende	['orth: 02 lcp instead of cap: other cases']
fold0	1164	ID2551.txt	2	0	0	Enzenbergers	Enzensbergers	['orth: 28 Eigennamen']
fold0	1164	ID2551.txt	2	151	150	Ereigniss	Ereignis	['orth: 15 insertions: of double consonants']
fold0	1164	ID2551.txt	2	171	171	Lebens abschnitt	Lebensabschnitt	['orth: 06 sep instead of tog: compounds']
fold0	1164	ID2551.txt	2	252	253	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	1164	ID2551.txt	2	305	305	auf zeigte	aufzeigte	['orth: 06 sep instead of tog: compounds']
fold0	1164	ID2551.txt	2	331	332	Heile	heile	['orth: 03 cap instead of lcp']
fold0	1165	ID2551.txt	3	58	58	heut zu Tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold0	1167	ID2551.txt	5	22	22	nahe zu	nahezu	['orth: 07 sep instead of tog: other cases']
fold0	1169	ID2551.txt	7	85	85	sonder	sondern	['orth: 14 omissions: of one grapheme']
fold0	1169	ID2551.txt	7	139	138	Selbst wert gefühl	Selbstwertgefühl	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold0	1170	ID2551.txt	8	64	64	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	1172	ID2551.txt	10	24	24	wiedersprechen	widersprechen	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold0	1174	ID2551.txt	12	138	138	streben	Streben	['orth: 02 lcp instead of cap: other cases']
fold0	1176	ID2551.txt	14	77	77		Parallelen	['orth: 11 omissions: of double consonants']
fold0	1178	ID2551.txt	16	54	54	Vergleichen	vergleichen	['orth: 03 cap instead of lcp']
fold0	1178	ID2551.txt	16	121	121	Ent schluss	Entschluss	['orth: 07 sep instead of tog: other cases']
fold0	1178	ID2551.txt	16	211	212	kreativität	Kreativität	['orth: 02 lcp instead of cap: other cases']
fold0	1183	ID2551.txt	21	22	22	Positiver	positiver	['orth: 03 cap instead of lcp']
fold0	1186	ID2551.txt	24	71	71	veralgemeinern	verallgemeinern	['orth: 11 omissions: of double consonants']
fold0	1187	ID2551.txt	25	62	62	mit machen	mitmachen	['orth: 06 sep instead of tog: compounds']
fold0	1190	ID2551.txt	28	15	15	mobbing	Mobbing	['orth: 02 lcp instead of cap: other cases']
fold0	1191	ID2551.txt	29	59	59	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	1223	ID2568.txt	30	45	45	soviel	so viel	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	1224	ID2568.txt	31	99	99	Leben	leben	['orth: 03 cap instead of lcp']
fold0	1234	ID1689.txt	2	53	53	garnicht	gar nicht	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	1242	ID1689.txt	10	31	31	garnicht	gar nicht	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	1245	ID1689.txt	13	66	66	Wert	wert	['orth: 03 cap instead of lcp']
fold0	1259	ID1689.txt	27	34	34	die selben	dieselben	['orth: 07 sep instead of tog: other cases']
fold0	1261	ID1689.txt	29	50	50	Klamottensüchtig	klamottensüchtig	['orth: 03 cap instead of lcp']
fold0	1262	ID1689.txt	30	106	106	Draußen	draußen	['orth: 03 cap instead of lcp']
fold0	1264	ID2826.txt	1	41	41	veränderungen	Veränderungen	['orth: 02 lcp instead of cap: other cases']
fold0	1265	ID2826.txt	2	43	43	soviel	so viel	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	1265	ID2826.txt	2	79	78	einschränkungen	Einschränkungen	['orth: 02 lcp instead of cap: other cases']
fold0	1266	ID2826.txt	3	109	109	nachmittag	Nachmittag	['orth: 02 lcp instead of cap: other cases']
fold0	1267	ID2826.txt	4	59	59	in Vordergrund	im vordergrund	['ommi: incomplete_phrase']
fold0	1267	ID2826.txt	4	97	97	zuviel	zu viel	['orth: 09 tog instead of sep: other cases']
fold0	1268	ID2826.txt	5	27	27	trendt	Trend	['orth: 02 lcp instead of cap: other cases', 'orth: 17 insertions: other cases']
fold0	1269	ID2826.txt	6	12	12	klamotten	Klamotten	['orth: 02 lcp instead of cap: other cases']
fold0	1269	ID2826.txt	6	115	115	spektakuläres	Spektakuläres	['orth: 02 lcp instead of cap: other cases']
fold0	1269	ID2826.txt	6	151	151	teures	Teures	['orth: 02 lcp instead of cap: other cases']
fold0	1270	ID2826.txt	7	65	65	sie	er	['corr: number']
fold0	1272	ID2826.txt	9	0	0	Vorallem	Vor allem	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	1272	ID2826.txt	9	49	48	soviel	so viel	['orth: 09 tog instead of sep: other cases']
fold0	1272	ID2826.txt	9	89	87	Arbeiten	arbeiten	['orth: 03 cap instead of lcp']
fold0	1273	ID2826.txt	10	24	24	Jugend zeit	Jugendzeit	['orth: 06 sep instead of tog: compounds']
fold0	1274	ID2826.txt	11	47	47	kontakt	Kontakt	['orth: 02 lcp instead of cap: other cases']
fold0	1274	ID2826.txt	11	78	78	Wissen	wissen	['orth: 03 cap instead of lcp']
fold0	1274	ID2826.txt	11	153	153	kranken haus	Krankenhaus	['orth: 06 sep instead of tog: compounds']
fold0	1275	ID2826.txt	12	113	113	klar kommt	klarkommt	['orth: 06 sep instead of tog: compounds']
fold0	1275	ID2826.txt	12	137	138	die selbe	dieselbe	['orth: 07 sep instead of tog: other cases']
fold0	1276	ID2826.txt	13	7	7	phase	Phase	['orth: 02 lcp instead of cap: other cases']
fold0	1276	ID2826.txt	13	66	66	dass	das	['orth: 15 insertions: of double consonants']
fold0	1277	ID2826.txt	14	57	57	Trent	Trend	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	1278	ID2826.txt	15	5	5		gemobbte	['orth: 11 omissions: of double consonants']
fold0	1278	ID2826.txt	15	93	85	runter gemacht	runtergemacht	['orth: 06 sep instead of tog: compounds']
fold0	1279	ID2826.txt	16	28	28	kein	keinen	['corr: unknown']
fold0	1279	ID2826.txt	16	43	41	bezug	Bezug	['orth: 02 lcp instead of cap: other cases']
fold0	1279	ID2826.txt	16	52	50	freunden	Freunden	['orth: 02 lcp instead of cap: other cases']
fold0	1279	ID2826.txt	16	70	68	öffentlichkeit	Öffentlichkeit	['orth: 02 lcp instead of cap: other cases']
fold0	1279	ID2826.txt	16	149	147	phase	Phase	['orth: 02 lcp instead of cap: other cases']
fold0	1283	ID2826.txt	20	21	21	ein	einen	['corr: unknown']
fold0	1283	ID2826.txt	20	28	26	ausgleich	Ausgleich	['orth: 02 lcp instead of cap: other cases']
fold0	1284	ID2826.txt	21	37	37	personen	Personen	['orth: 02 lcp instead of cap: other cases']
fold0	1284	ID2826.txt	21	54	54	öffentlichkeit	Öffentlichkeit	['orth: 02 lcp instead of cap: other cases']
fold0	1284	ID2826.txt	21	106	106	erlebnisse	Erlebnisse	['orth: 02 lcp instead of cap: other cases']
fold0	1284	ID2826.txt	21	141	141	ahnung	Ahnung	['orth: 02 lcp instead of cap: other cases']
fold0	1285	ID2826.txt	22	48	48	körper	Körper	['orth: 02 lcp instead of cap: other cases']
fold0	1287	ID2826.txt	24	4	4	körper	Körper	['orth: 02 lcp instead of cap: other cases']
fold0	1287	ID2826.txt	24	51	51	klar kommen	klarkommen	['orth: 06 sep instead of tog: compounds']
fold0	1288	ID2826.txt	25	75	75	lebens abschnitt	Lebensabschnitt	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold0	1289	ID2826.txt	26	20	20	fälle	Fälle	['orth: 02 lcp instead of cap: other cases']
fold0	1289	ID2826.txt	26	46	46	kontakt	Kontakt	['orth: 02 lcp instead of cap: other cases']
fold0	1289	ID2826.txt	26	84	84	hinein fressen	hineinfressen	['orth: 06 sep instead of tog: compounds']
fold0	1290	ID2826.txt	27	44	44	das	dass	['orth: 11 omissions: of double consonants']
fold0	1290	ID2826.txt	27	59	58	irgend wan	irgendwann	['orth: 11 omissions: of double consonants', 'orth: 07 sep instead of tog: other cases']
fold0	1290	ID2826.txt	27	112	111	zurück drehen	zurückdrehen	['orth: 06 sep instead of tog: compounds']
fold0	1291	ID2826.txt	28	96	96	kontakt	Kontakt	['orth: 02 lcp instead of cap: other cases']
fold0	1294	ID2187.txt	3	6	6	erwachsenen	erwachsene	['corr: inflection_paradigm']
fold0	1294	ID2187.txt	3	96	97	dank	Dank	['orth: 02 lcp instead of cap: other cases']
fold0	1294	ID2187.txt	3	247	248	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold0	1296	ID2187.txt	5	69	69	anspruch	Anspruch	['orth: 02 lcp instead of cap: other cases']
fold0	1296	ID2187.txt	5	116	116	nicht einem vorgeschriebenen Lebensweg nachgehen zu müssen	darauf, nicht einem vorgeschriebenen lebensweg nachgehen zu müssen	['ommi: incomplete_phrase']
fold0	1297	ID2187.txt	6	26	26	unbezahlbares	Unbezahlbares	['orth: 02 lcp instead of cap: other cases']
fold0	1299	ID2187.txt	8	75	75	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold0	1300	ID2187.txt	9	50	50	Wild	wild	['orth: 03 cap instead of lcp']
fold0	1300	ID2187.txt	9	124	124	denkten	dachten	['infl: others']
fold0	1300	ID2187.txt	9	247	247	viele	vielen	['corr: case']
fold0	1302	ID2187.txt	11	0	0	Zur	auf die	['corr: incorrect_preposition_(po)']
fold0	1302	ID2187.txt	11	120	116	mit Freunden in die Diskothek tanzen gehen	mit freunden in die diskothek tanzen zu gehen	['ommi: ellipses']
fold0	1302	ID2187.txt	11	170	163	sich ab und zu betrinken	sich ab und zu zu betrinken	['ommi: ellipses']
fold0	1304	ID2187.txt	13	123	123	emotionen	Emotionen	['orth: 02 lcp instead of cap: other cases']
fold0	1307	ID2479.txt	2	67	67	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	1311	ID2479.txt	6	17	17	positive	Positive	['orth: 02 lcp instead of cap: other cases']
fold0	1316	ID2479.txt	11	81	81	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	1317	ID2479.txt	12	30	30	diesen	diese	['corr: case']
fold0	1317	ID2479.txt	12	44	45	Aspekten	aspekte	['corr: case']
fold0	1336	ID1672.txt	4	69	69	alamiert	alarmiert	['orth: 14 omissions: of one grapheme']
fold0	1338	ID1672.txt	6	91	91	laß	las	['orth: 23 transpositions: of consonants: other cases']
fold0	1339	ID1672.txt	7	3	3	Diesem	diesem	['orth: 03 cap instead of lcp']
fold0	1339	ID1672.txt	7	127	127	das	dass	['orth: 11 omissions: of double consonants']
fold0	1352	ID1672.txt	20	38	38	dass	das	['orth: 15 insertions: of double consonants']
fold0	1360	ID1672.txt	28	6	6	Jugendlich	Jugendliche	['orth: 14 omissions: of one grapheme']
